fid,GEOID,NLCD16_WA,DFOfloodArea,DFOfRatio,within_dfo,within_aer,population,fldPopDFO,fldPopPctDFO,Shape_Area
1453,48299970500,1573063.718,34127.57357,0.001435833,1,,6414,10,0.001559089,25341542.52
1454,48299970200,845677.812,,,1,,3323,0,0,32020664.4
1455,48453001912,1480754.579,,,1,1,3512,0,0,14693761.35
1456,48099010101,1222774.198,609776.3216,0.000805528,1,,3388,0,0,758212627.3
1457,48099010300,217117.3806,,,1,,1793,0,0,72314278.08
1458,48099010102,1489402.899,446605.7625,0.00045897,1,,3218,0,0,974550793.7
1459,48099010501,0,,,1,,3493,0,0,4322565.627
1460,48099010502,0,,,1,,2386,0,0,2912099.131
1461,48099010804,0,,,1,,4509,0,0,3543982.649
1462,48099010803,0,,,1,,2533,0,0,6876523.73
1463,48099010201,0,,,1,,48,0,0,6714692.397
1464,48187210506,1719433.77,,,1,1,2828,0,0,273760572.3
1465,48339691302,775.7611084,106176.7083,0.025413465,1,1,5281,0,0,4178746.446
1466,48339691602,7498.993607,,,1,1,5161,0,0,2856129.968
1467,48339693102,10069.40923,757845.54,0.054869838,1,1,4740,26,0.005485232,13821765.28
1468,48339692801,115761.4293,1288662.634,0.02916611,1,1,8767,180,0.020531539,44299324.59
1469,48409011100,20063.66146,,,1,1,2751,0,0,9062535.87
1470,48491020804,97118.5794,,,1,1,10121,0,0,16266186.99
1471,48491021507,343632.309,,,1,1,9920,0,0,14233120.06
1472,48491020603,81296.4868,,,1,1,9811,0,0,13200850.78
1473,48491021504,22483.68476,,,1,1,7043,0,0,10070936.17
1474,48491020806,202141.6487,,,1,1,4747,0,0,16916511.83
1475,48035950100,16112242.45,1037555.461,0.000989079,1,,4378,0,0,1065123489
1476,48035950400,2928690.753,11359.52085,1.43E-05,1,,3380,0,0,795518558.9
1477,48035950300,22072871.74,1529851.103,0.004426909,1,,1337,24,0.017950636,367652871.6
1478,48035950700,828211.0374,,,1,,2596,0,0,283100195.5
1479,48035950600,8271320.367,80816.34206,0.001558751,1,,1745,30,0.017191977,60118165.32
1480,48035950200,36821.29611,,,1,,1396,0,0,9309181.768
1481,48491021506,0,,,1,1,3512,0,0,3868167.639
1482,48491020111,8891.00742,,,1,1,3028,0,0,5673257.082
1483,48491020807,102015.4416,,,1,1,9125,0,0,10280405.26
1484,48491020315,114282.0003,,,1,1,7509,0,0,8580607.723
1485,48491020313,0,,,1,1,9279,0,0,6025210.777
1486,48491020322,0,,,1,1,8088,0,0,4701797.724
1487,48491020312,0,,,1,1,7719,0,0,8825531.48
1488,48331950700,18781.46436,,,1,1,5791,0,0,19768523.82
1489,48331950100,7201506.952,2714217.709,0.003302443,1,,2293,0,0,829083371.9
1490,48331950300,6841328.622,8960093.996,0.013893835,1,1,3846,28,0.007280291,651738416.1
1491,48331950500,4470941.985,3249163.566,0.005897866,1,1,2381,5,0.002099958,555375919.4
1492,48331950800,4572618.656,17495069.83,0.055560406,1,1,2610,11,0.004214559,319456391
1493,48491020327,0,,,1,1,2301,0,0,4154530.153
1494,48491020323,0,,,1,1,3095,0,0,1574910.886
1495,48491020316,120337.8974,,,1,1,3741,0,0,4435476.842
1496,48491020410,0,,,1,1,5156,0,0,2608427.256
1497,48441980000,0,,,,,,,,7959625.921
1498,48055960400,157753.9746,,,1,1,3364,0,0,23886151.47
1499,48055960500,1499334.235,165259.0992,0.000715552,1,1,5844,0,0,232452663.6
1500,48055960300,12705.37832,,,1,1,4402,0,0,10409047.93
1501,48055960700,137199.1245,,,1,1,5653,0,0,34514591.29
1502,48055960600,1302427.856,,,1,1,2007,0,0,492159736.4
1503,48055960200,108015.5378,,,1,1,3492,0,0,29338378.1
1504,48201210500,0,87184.13758,0.040659972,1,1,5078,0,0,2144225.183
1505,48265960600,42367.02504,,,1,,7217,0,0,10259067.66
1506,48201221400,0,,,1,1,5317,0,0,2012023.628
1507,48201221500,0,44187.51104,0.019616375,1,1,8113,194,0.02391224,2252582.891
1508,48201210600,0,,,1,1,5080,0,0,2325352.021
1509,48201210700,0,,,1,1,2584,0,0,1127403.963
1510,48201221600,0,421828.4991,0.073442273,1,1,9032,406,0.044951284,5743674.562
1511,48201313000,0,,,1,1,2443,0,0,1101744.433
1512,48201543100,637476.9997,72197140.26,0.56093961,1,1,3107,598,0.192468619,129344987.8
1513,48201420400,0,578869.8735,0.235927254,1,1,3356,273,0.081346841,2453594.778
1514,48201511100,0,164080.2116,0.087098144,1,1,3093,141,0.045586809,1883854.331
1515,48201540200,0,438901.7561,0.175789237,1,1,2934,40,0.013633265,2496749.89
1516,48201231100,201964.9392,2389204.346,0.218435854,1,1,4835,45,0.009307135,11139749.31
1517,48201231300,0,378249.1358,0.078890733,1,1,3867,206,0.05327127,4794595.078
1518,48201231500,0,20161.26643,0.017450303,1,1,2463,0,0,1155353.418
1519,48201231600,0,206928.6843,0.124751687,1,1,2656,52,0.019578313,1658724.578
1520,48201231700,0,765029.7604,0.181509778,1,1,3120,23,0.007371795,4214812.975
1521,48201251700,7718089.253,35447026.9,0.491696715,1,1,7726,1072,0.138752265,79809329.6
1522,48201340900,0,398516.8939,0.100415297,1,1,4562,0,0,3968687.152
1523,48201252900,4462219.501,1853005.206,0.133392453,1,1,7748,592,0.076406815,18353599.5
1524,48201230300,0,,,1,1,1895,0,0,1738094.177
1525,48201542200,108983.6567,11066938.74,0.464927584,1,1,20849,4219,0.202359825,23912558.34
1526,48201423500,0,,,1,1,1956,0,0,1238605.851
1527,48201420100,0,,,1,1,2834,0,0,1156595.035
1528,48201521500,0,,,1,1,5678,0,0,2026417.252
1529,48201241400,172655.4878,2250342.022,0.207254604,1,1,9018,447,0.049567532,11030518.48
1530,48201343100,0,69037.76456,0.03435155,1,1,4624,122,0.026384083,2009742.327
1531,48201310400,34900.0994,,,1,1,2946,0,0,1734402.399
1532,48201320100,0,68547.08895,0.0698829,1,1,2557,282,0.110285491,980885.0402
1533,48201210800,0,109993.7515,0.030093968,1,1,2598,75,0.02886836,3655009.906
1534,48201210900,0,142943.7478,0.113803938,1,1,1102,114,0.103448276,1256052.699
1535,48265960800,724708.0757,,,1,,4035,0,0,335236897.4
1536,48265960100,541817.2664,41181.20316,0.000118585,1,,5523,0,0,347814422
1537,48265960200,1897.48185,,,1,,3428,0,0,5550900.443
1538,48265960700,1298234.465,,,1,,5095,0,0,139845868.8
1539,48201231800,15554.84161,123812.9783,0.04426029,1,1,2510,39,0.015537849,2812937.704
1540,48201231900,185087.8481,954960.8569,0.108214773,1,1,7007,203,0.028971029,9009769.017
1541,48251130500,623828.5252,,,1,,6173,0,0,260983656
1542,48251130100,8345.102684,,,,,3833,0,0,348716733.1
1543,48251130900,0,,,,,2743,0,0,8163334.18
1544,48251130700,0,,,,,4592,0,0,2746469.175
1545,48201232000,209511.6868,3014759.161,0.186169252,1,1,4273,184,0.043061081,16403159.38
1546,48201232100,5182.949066,166395.9649,0.05173083,1,1,3028,25,0.008256275,3221755.47
1547,48201232200,100540.4598,4900918.561,0.247094259,1,1,15025,767,0.051048253,19934746.53
1548,48201230400,0,,,1,1,3092,0,0,2864125.241
1549,48201511400,0,,,1,1,3131,0,0,1142004.807
1550,48201250900,4587291.772,986906.3427,0.081215709,1,1,9327,103,0.011043208,16738959.99
1551,48251130408,0,,,,,6857,0,0,114961704.8
1552,48251130302,0,,,,,4628,0,0,70687550.64
1553,48251130410,0,,,,,7370,0,0,90006808.09
1554,48201341600,1645791.038,1655810.518,0.086015068,1,1,5949,258,0.043368633,20896028.43
1555,48201340700,0,124223.7996,0.038976371,1,1,7297,233,0.031930931,3187156.672
1556,48201310800,4790.310259,216735.3422,0.112898245,1,1,2387,107,0.044826142,1924530.838
1557,48201321300,0,275.0217433,0.00017514,1,1,6353,0,0,1570294.954
1558,48201233300,915631.0065,1851943.004,0.173483774,1,1,4750,211,0.044421053,11590652.1
1559,48201232500,171376.345,3382744.427,0.298717499,1,1,2650,281,0.106037736,11495602.16
1560,48201232800,76258.85611,183816.1983,0.093942232,1,1,5531,187,0.033809438,2032952.861
1561,48201454400,255076.2358,22747544.89,0.678212047,1,1,510,210,0.411764706,33795536.49
1562,48351950100,9441901.078,584795.5914,0.000753339,1,,1440,7,0.004861111,785713757.1
1563,48351950300,3054872.713,2171639.796,0.004500631,1,1,1984,0,0,485573837.9
1564,48351950400,2825485.573,7804674.448,0.026655355,1,1,2635,4,0.001518027,295624979.2
1565,48351950200,3152829.984,93641.94844,0.000109692,1,1,4254,0,0,856835381.8
1566,48201240400,42123.63768,4781763.259,0.228858158,1,1,7283,1383,0.189894274,20936127.27
1567,48201532200,0,224062.3543,0.119951531,1,1,3752,1275,0.339818763,1867940.703
1568,48201555200,167554.9674,2787146.746,0.150270358,1,1,7768,52,0.00669413,18715103.39
1569,48201431600,0,61080.3625,0.020783229,1,1,2807,10,0.003562522,2938925.593
1570,48201430100,4993.000702,,,1,1,5802,0,0,4390016.328
1571,48201340400,0,105456.8327,0.065939516,1,1,1381,91,0.06589428,1599296.461
1572,48201310900,671.2975071,46398.73686,0.02658225,1,1,4977,216,0.043399638,1746149.374
1573,48201252500,6903040.304,8079309.045,0.240986809,1,1,3687,182,0.049362625,40428979.95
1574,48201452300,0,156676.0664,0.078052245,1,1,2511,36,0.014336918,2007323.074
1575,48201412500,0,,,1,1,1750,0,0,644627.5374
1576,48201531000,0,,,1,1,3628,0,0,2377582.105
1577,48201552200,6216.954895,2375963.674,0.237864435,1,1,6653,638,0.095896588,9994947.032
1578,48201341700,234444.5272,175370.3229,0.065485492,1,1,2832,157,0.055437853,2912447.199
1579,48201333500,0,111240.6486,0.058980528,1,1,5812,12,0.002064694,1886057.153
1580,48201321800,0,1813.548144,0.001390807,1,1,3773,0,0,1303953.652
1581,48201311200,54649.16753,475021.1966,0.158095866,1,1,4817,217,0.045048786,3059289.267
1582,48201211000,0,,,1,1,1844,0,0,1115631.721
1583,48201211100,0,103116.5027,0.043327909,1,1,5105,18,0.003525955,2379909.57
1584,48201211200,0,159805.829,0.094184451,1,1,2385,151,0.063312369,1696732.6
1585,48201211300,0,112464.6385,0.040924195,1,1,4768,36,0.007550336,2748121.06
1586,48201211400,59333.24055,2510.850137,0.000685058,1,1,3390,0,0,3724496.452
1587,48201221700,0,293338.4048,0.055239446,1,1,7601,224,0.029469807,5310306.763
1588,48201232600,0,602689.5561,0.098808244,1,1,2807,31,0.011043819,6099587.674
1589,48201453200,0,206179.3687,0.117389582,1,1,8116,372,0.045835387,1756368.539
1590,48201413000,0,51063.90571,0.031811535,1,1,3928,15,0.003818737,1605200.939
1591,48201420800,0,52486.0693,0.024880003,1,1,2224,49,0.022032374,2109568.493
1592,48201251800,119463.9075,20419830.08,0.564459443,1,1,2037,765,0.375552283,36295365.84
1593,48201252600,5548715.449,6094494.081,0.185579255,1,1,7601,527,0.069332983,38389098.96
1594,48201540700,18667.94261,1676734.02,0.215019703,1,1,6671,1085,0.162644281,7816715.98
1595,48491020403,0,,,1,1,2059,0,0,1562595.41
1596,48491020404,0,,,1,1,3240,0,0,1468258.518
1597,48201232900,46930.00072,168451.4662,0.051882293,1,1,6706,14,0.002087683,3293730.73
1598,48201542900,208963.4851,30075749.36,0.550548494,1,1,16324,1427,0.0874173,54837666.62
1599,48201510700,0,106308.7779,0.097478963,1,1,4305,107,0.02485482,1090581.758
1600,48201252800,4133266.401,32678189.26,0.545402884,1,1,6114,1771,0.289663068,64048952.5
1601,48201553900,0,,,1,1,7735,0,0,5199965.296
1602,48201411600,0,31311.36639,0.023025047,1,1,2305,0,0,1359882.833
1603,48201332900,0,14153.74777,0.007693195,1,1,4794,5,0.00104297,1839774.992
1604,48201253200,343587.5766,5765315.609,0.158668786,1,1,9605,426,0.0443519,36679125.76
1605,48201221800,0,391585.5496,0.125031829,1,1,3428,99,0.028879813,3131886.91
1606,48055960101,1806219.566,824352.4144,0.003113034,1,1,6216,0,0,266612995.8
1607,48055960102,1000698.606,825540.4235,0.002567067,1,1,3732,0,0,322589616.2
1608,48201221900,0,206357.4528,0.0777454,1,1,4129,15,0.003632841,2654272.167
1609,48201222000,0,415271.9676,0.366618097,1,1,2079,255,0.122655123,1132709.987
1610,48201520400,0,28477.87026,0.01398778,1,1,2738,6,0.002191381,2035910.644
1611,48201350700,2754.05988,17708.91252,0.01210019,1,1,2311,0,0,1466277.543
1612,48201341400,2555749.295,522367.1701,0.040228222,1,1,4535,5,0.001102536,15540841.59
1613,48201310600,0,,,1,1,5672,0,0,1769529.329
1614,48201254700,15342719.22,1532180.206,0.105336688,1,1,2332,34,0.01457976,29888270.48
1615,48201322600,0,120663.1196,0.048600446,1,1,5661,57,0.010068892,2482757.444
1616,48201310700,626.9068156,115667.2296,0.05880145,1,1,3593,78,0.021708878,1967708.128
1617,48201231200,32357.99875,1427139.134,0.102775492,1,1,6874,407,0.059208612,13918344.63
1618,48201222100,0,254130.0562,0.111605003,1,1,5171,516,0.099787275,2277048.934
1619,48201222200,0,41258.00902,0.013810003,1,1,3299,5,0.001515611,2987545.123
1620,48201222300,60049.98692,1465103.034,0.297867656,1,1,3911,314,0.080286372,4978687.64
1621,48201211900,0,24634.96016,0.019818245,1,1,4838,81,0.016742456,1243044.573
1622,48491020405,0,,,1,1,6017,0,0,3049831.54
1623,48201422000,0,,,1,1,2551,0,0,1457309.11
1624,48491020406,0,,,1,1,6091,0,0,2753352.828
1625,48491020503,60205.31017,,,1,1,4983,0,0,15342425.86
1626,48491020504,18040.02995,,,1,1,7973,0,0,9251158.865
1627,48491020602,0,,,1,1,5126,0,0,4368170.474
1628,48201211500,0,205345.8901,0.034057226,1,1,6489,39,0.006010171,6029436.907
1629,48201211600,0,49193.30323,0.042396128,1,1,2359,35,0.014836795,1160325.415
1630,48201211700,0,425805.8839,0.096114017,1,1,3625,149,0.041103448,4430216.357
1631,48201531200,0,,,1,1,3371,0,0,1940671.045
1632,48201342900,36714.98025,1015225.631,0.172423273,1,1,5402,79,0.014624213,5924700.141
1633,48201312300,0,,,1,1,1617,0,0,1406465.716
1634,48201253100,276838.7381,19663185.33,0.681451082,1,1,10234,1545,0.150967364,29131714.15
1635,48201553200,25570.73334,644472.7276,0.151511446,1,1,5897,154,0.026114974,4279194.586
1636,48201332000,0,,,1,1,5225,0,0,2203168.341
1637,48201350100,201147.0489,6491031.715,0.327091932,1,1,15212,1152,0.075729687,20045818.05
1638,48201412600,0,,,1,1,3710,0,0,1207674.761
1639,48201452600,0,169771.5023,0.064649329,1,1,8616,880,0.102135562,2626036.652
1640,48201520300,0,,,1,1,4926,0,0,1474822.871
1641,48505950301,0,,,1,,4171,0,0,2859941.073
1642,48201231400,1037.179321,150519.7525,0.044935621,1,1,2317,0,0,3350712.793
1643,48201421300,0,112269.2934,0.075896099,1,1,6595,218,0.033055345,1479249.791
1644,48201252700,285994.5538,14461567.43,0.308159888,1,1,3874,445,0.114868353,47214772.39
1645,48201532700,0,96519.79086,0.036023293,1,1,4674,133,0.028455285,2679371.567
1646,48201530200,0,82591.37411,0.023340881,1,1,3581,102,0.028483664,3538485.774
1647,48201530500,0,11815.23306,0.005028001,1,1,4631,0,0,2349886.441
1648,48201555600,322703.0929,4610736.179,0.084787771,1,1,5918,250,0.042244001,54702435.05
1649,48201100000,13673.63025,237191.0172,0.061518155,1,1,3092,32,0.010349288,3869300.03
1650,48201210100,3713.204759,60350.82037,0.087117821,1,1,153,10,0.065359477,696462.6453
1651,48451001600,0,,,,,,,,1691814502
1652,48201220100,0,,,1,1,1964,0,0,1767958.429
1653,48201220200,0,,,1,1,2215,0,0,1470847.124
1654,48201222600,950.0309143,70.70986658,2.71E-05,1,1,4577,0,0,2611152.275
1655,48201222700,0,668849.4733,0.094659813,1,1,5304,41,0.007730015,7065823.115
1656,48201222800,0,476264.371,0.07086616,1,1,2627,142,0.054054054,6720617.577
1657,48201222900,2591.282043,609621.2349,0.105112121,1,1,7508,517,0.068859883,5802314.878
1658,48201223100,326.2120105,1642522.346,0.344774306,1,1,2126,411,0.19332079,4764377.136
1659,48455950400,15683381.92,3576957.627,0.057204302,1,1,3846,144,0.037441498,78212904.11
1660,48455950500,83658.62023,,,1,1,2107,0,0,8309872.211
1661,48455950200,16380983.02,1592082.466,0.003066441,1,,2874,19,0.006610995,535576564.3
1662,48455950300,13307332.29,4493000.824,0.011678735,1,,1963,57,0.029037188,398023723.5
1663,48403950200,20437057.89,1343457.407,0.003805554,1,,2720,12,0.004411765,373462472.3
1664,48403950100,60204216.42,3367610.197,0.008972537,1,,1899,87,0.045813586,435528402.3
1665,48201220300,0,36.40035602,1.84E-05,1,1,4035,0,0,1973290.318
1666,48201220400,0,35329.77223,0.018600594,1,1,3880,49,0.012628866,1899389.377
1667,48201220500,0,324412.0648,0.135548189,1,1,3497,29,0.008292822,2393333.691
1668,48201220600,0,,,1,1,3553,0,0,1654853.1
1669,48265960500,1983.65596,,,1,,4629,0,0,9383058.775
1670,48201230100,0,,,1,1,1151,0,0,1356348.164
1671,48201230200,7522.94854,1404359.141,0.181238607,1,1,4298,25,0.005816659,7756198.554
1672,48201230500,0,165320.4449,0.047949858,1,1,2969,77,0.025934658,3447777.671
1673,48201230600,0,26265.25212,0.012167618,1,1,2284,10,0.004378284,2158619.127
1674,48201230700,0,241994.3823,0.090009831,1,1,2564,90,0.035101404,2688532.902
1675,48201230800,0,,,1,1,2165,0,0,1845146.327
1676,48209010500,41887.4709,,,1,1,4590,0,0,12735013.88
1677,48209010901,8792.825333,,,1,1,7605,0,0,83933760.72
1678,48209010200,11232.92702,,,1,1,1197,0,0,1711350.079
1679,48209010902,556274.222,,,1,1,14365,0,0,141105049.9
1680,48209010600,10713.033,,,1,1,9848,0,0,102796609.2
1681,48209010400,1508016.757,,,1,1,10897,0,0,62400564.89
1682,48167723700,833184.1563,1444242.176,0.275078744,1,1,1977,148,0.0748609,6083470.3
1683,48005000101,2698582.573,,,1,,5642,0,0,254873563.2
1684,48005001001,2129590.26,,,1,,3999,0,0,84978047.02
1685,48201210400,0,143214.7389,0.07922069,1,1,4022,71,0.017652909,1807794.715
1686,48201220700,0,165130.6923,0.039813116,1,1,5593,150,0.026819238,4147645.445
1687,48201220800,0,,,1,1,3022,0,0,1728353.389
1688,48005001002,764243.3285,,,1,,3868,0,0,225767098.3
1689,48005000302,205499.2081,,,1,,4796,0,0,58217990.24
1690,48201220900,0,115357.0561,0.077322848,1,1,1513,96,0.063450099,1491888.387
1691,48201221000,0,300757.1173,0.121153213,1,1,3783,26,0.006872852,2482452.633
1692,48201221100,0,143.7471059,4.71E-05,1,1,3273,0,0,3052725.859
1693,48201221200,0,25398.91723,0.010194389,1,1,6445,8,0.001241272,2491460.539
1694,48201221300,0,,,1,1,8786,0,0,3419422.333
1695,48201230900,0,560613.3117,0.088466741,1,1,3521,231,0.065606362,6336995.124
1696,48201231000,0,297201.0961,0.072278328,1,1,3915,93,0.023754789,4111897.867
1697,48201251600,1886831.106,1299633.737,0.022343995,1,1,6133,88,0.014348606,60051618.03
1698,48201332300,0,,,1,1,2618,0,0,1168618.788
1699,48201254200,0,51275.36306,0.040832192,1,1,2381,48,0.020159597,1255758.303
1700,48201252400,0,621132.1908,0.117059283,1,1,6528,999,0.153033088,5306133.59
1701,48005000901,2980.848831,,,1,,6527,0,0,9839837.727
1702,48201313400,0,141121.1103,0.076216988,1,1,2762,54,0.01955105,1851570.363
1703,48201313500,0,,,1,1,2332,0,0,1621881.223
1704,48201313600,0,18164.28849,0.007868788,1,1,4096,12,0.002929688,2308397.144
1705,48201313700,0,87949.62309,0.066707544,1,1,1876,68,0.036247335,1318435.892
1706,48201250100,14075.17149,1124435.74,0.079401121,1,1,8112,477,0.058801775,14175535.11
1707,48201250200,0,198778.22,0.033278916,1,1,10263,222,0.021631102,5973098.007
1708,48201250500,0,193133.1566,0.042488776,1,1,5775,9,0.001558442,4545510.071
1709,48201250600,217010.9293,580892.5773,0.041572239,1,1,6628,87,0.013126132,14190099.75
1710,48167724000,36775582.2,4903113.244,0.222350478,1,1,525,73,0.139047619,58826864.15
1711,48167724300,0,127993.0241,0.080318049,1,1,2660,7,0.002631579,1593577.408
1712,48167724400,0,10966.31056,0.009280142,1,1,2574,7,0.002719503,1181696.356
1713,48167724500,0,107567.9042,0.100429073,1,1,840,10,0.011904762,1071083.331
1714,48167724600,0,,,1,1,1793,0,0,697361.0774
1715,48167724700,0,,,1,1,1596,0,0,758392.5215
1716,48167724800,0,18902.11983,0.029224029,1,1,1200,3,0.0025,646800.619
1717,48167725000,0,,,1,1,1761,73,0.041453719,720253.0617
1718,48167725100,0,,,1,1,1680,0,0,799414.2268
1719,48201253700,0,490004.5559,0.120641105,1,1,5612,1141,0.203314326,4061671.624
1720,48201313800,0,259433.1778,0.117911533,1,1,4676,434,0.092814371,2200235.811
1721,48201313900,0,206701.7031,0.07527028,1,1,4161,136,0.032684451,2746126.427
1722,48167725200,0,,,1,1,1943,0,0,617171.5081
1723,48167990000,411318415.4,3652.094529,3.23E-05,1,1,,,,524330835.8
1724,48167723502,97953.08112,13959054.83,0.219218567,1,1,8617,753,0.087385401,63774379.84
1725,48167723501,5906.183014,295838.3745,0.054755796,1,1,1043,20,0.019175455,5408774.832
1726,48201314300,0,44179.51538,0.029387422,1,1,4026,0,0,1503347.803
1727,48201320200,62406.33698,,,1,1,5460,0,0,4158914.784
1728,48201253800,5536.213409,266963.1878,0.035493232,1,1,8111,490,0.060411786,7527060.153
1729,48201253900,116964.1768,688578.7247,0.155882373,1,1,4089,67,0.016385424,4534261.283
1730,48201254000,118263.6944,325401.4063,0.125141576,1,1,3755,234,0.062316911,2718529.755
1731,48201254100,0,10777.09477,0.003352753,1,1,5064,0,0,3214401.361
1732,48241950400,14260094.76,1138129.876,0.00323228,1,1,3973,10,0.00251699,366373768.4
1733,48241950800,32140.39405,,,1,1,2100,0,0,23840216.7
1734,48241950300,3593.093338,,,1,1,2716,0,0,16694839.38
1735,48241950600,81623.99651,,,1,1,2244,0,0,15363923.91
1736,48241950500,3334839.286,,,1,1,3297,0,0,591611228.1
1737,48241950700,5380873.553,,,1,1,6133,0,0,710700943.9
1738,48241950100,53186956.9,3055759.211,0.004302687,1,,4347,41,0.009431792,763384912.5
1739,48241950200,0,,,1,1,2545,0,0,13106759.49
1740,48201254300,74434.0579,75166.51614,0.024956714,1,1,4957,7,0.001412144,3086309.456
1741,48201254400,102876.612,210519.3087,0.076357432,1,1,2649,9,0.003397508,2859901.073
1742,48201254500,1891642.535,617146.0574,0.123320065,1,1,1652,7,0.004237288,6896067.943
1743,48201254600,3144722.571,851402.8878,0.176276252,1,1,3763,173,0.045973957,7974657.674
1744,48201310100,38807.39446,149506.1291,0.044663977,1,1,4554,47,0.010320597,3386161.128
1745,48201310200,0,,,1,1,1778,0,0,1862206.354
1746,48201310300,0,165750.1425,0.073957987,1,1,4030,44,0.010918114,2241139.186
1747,48201310500,164476.9515,269840.8811,0.090454079,1,1,4220,28,0.006635071,3147657.749
1748,48287000100,3927302.329,14338937.68,0.026844718,1,1,4563,16,0.003506465,538071039
1749,48287000300,2809641.727,4040733.51,0.00996046,1,1,2642,22,0.008327025,408487024.7
1750,48287000400,575039.7987,82279.89485,0.001150613,1,1,5134,4,0.00077912,72084662.5
1751,48287000200,7914947.674,47676291.21,0.07825686,1,1,2821,18,0.006380716,617143224.6
1752,48201250800,3273567.703,867686.3638,0.11571756,1,1,8585,95,0.011065812,10771879.44
1753,48201251000,981930.7736,2221618.472,0.264046818,1,1,2780,281,0.101079137,9395659.69
1754,48201251100,554064.2613,2189588.341,0.206704661,1,1,7349,283,0.038508641,11146899.38
1755,48201251200,11128.2954,,,1,1,5979,0,0,3472094.716
1756,48293970800,20969770.63,568558.2406,0.00082941,1,,3012,79,0.02622842,706467051.6
1757,48293970600,4136136.607,81040.13617,0.000187508,1,,4782,0,0,436331864.3
1758,48293970200,4026602.14,81059.08984,0.000290082,1,,3404,7,0.002056404,283461930.5
1759,48293970400,2800.340515,,,1,,1503,0,0,3852695.498
1760,48293970700,18418537.46,483960.7485,0.001530301,1,,1662,17,0.01022864,334670473.8
1761,48293970100,4601101.179,,,1,,1906,0,0,627718953.9
1762,48293970300,13997.76485,,,1,,1915,0,0,10995706.75
1763,48293970500,1951.328316,,,1,,1651,0,0,3163080.057
1764,48201251300,0,37607.43777,0.005774688,1,1,7047,0,0,6512462.224
1765,48091310100,21718.98465,,,1,1,3066,0,0,3494000.493
1766,48127950400,11463102.07,2392823.884,0.00103391,1,,1882,0,0,2325808801
1767,48163950100,1925720.577,,,1,,4970,0,0,1424583443
1768,48163950300,681515.3003,334462.5594,0.000618468,1,,3007,0,0,541473335.8
1769,48163950200,1349901.624,250036.7458,0.000259603,1,,4613,0,0,964499705.8
1770,48403950300,124777993.4,5328823.247,0.009630273,1,,3453,82,0.023747466,678118796.5
1771,48171950400,122609.8502,,,1,,6605,0,0,76434635.73
1772,48171950300,212021.8695,,,1,,6778,0,0,438711277.7
1773,48171950500,303737.1036,,,1,,3590,0,0,226418220.5
1774,48171950200,480336.7013,780339.1627,0.000757486,1,,4430,2,0.000451467,1030649966
1775,48171950100,1628551.211,615349.9076,0.000637701,1,,3796,0,0,966578493.9
1776,48347951100,50166335.3,3286005.714,0.00493931,1,,5229,181,0.034614649,715442598.6
1777,48347950301,6352616.787,40519.64681,9.07E-05,1,,7142,0,0,453004789.4
1778,48347950302,3123699.282,209651.604,0.001354993,1,,6700,0,0,157848959.6
1779,48347950600,0,,,1,,2397,0,0,2379804.816
1780,48347950800,0,,,1,,3684,0,0,6057647.851
1781,48347950900,34564.58789,,,1,,2228,0,0,7066921.426
1782,48347950100,2156747.517,290422.0318,0.001275808,1,,2576,0,0,229794509.4
1783,48347950700,1782.792099,,,1,,3714,0,0,17417867.79
1784,48347951000,32773.38126,,,1,,4892,0,0,20620029.65
1785,48347950200,11148159.1,,,1,,4881,0,0,580302553.2
1786,48347950400,2957615.494,640182.0843,0.001982514,1,,7518,7,0.000931099,325871904.2
1787,48283950300,14688268.6,1425875.062,0.000370466,1,,5418,0,0,3863553286
1788,48057000500,675613167.3,294570446.6,0.404080838,1,1,3578,574,0.160424818,1404602055
1789,48057990000,276815790,,,1,1,,,,276732780.9
1790,48221160301,98468.92342,,,,,,,,285122772.6
1791,48221160204,0,,,,,,,,106076303.5
1792,48355002706,42314.49378,575522.9535,0.416084319,1,1,,,,1425502.775
1793,48029121906,0,,,1,,4779,0,0,6421050.346
1794,48201554902,53212.73196,1194568.741,0.094260477,1,1,6930,73,0.010533911,12726273.06
1795,48201555301,37412.12177,1971853.874,0.311744332,1,1,970,69,0.071134021,6362639.927
1796,48201251502,0,248394.2238,0.04576648,1,1,9552,28,0.002931323,5427426.972
1797,48201252302,0,1187460.34,0.155071989,1,1,11947,1047,0.087637064,7657478.329
1798,48201321402,0,,,1,1,4281,0,0,1951551.658
1799,48201350802,286075.8195,3324697.357,0.226767123,1,1,7966,897,0.112603565,14947360.9
1800,48201343302,0,848778.078,0.188568309,1,1,4942,213,0.04309996,4501170.367
1801,48201410402,0,,,1,1,2322,0,0,724148.3191
1802,48201432001,0,9319.768102,0.006491398,1,1,3730,0,0,1435710.398
1803,48201421401,0,,,1,1,3562,0,0,284615.1403
1804,48201431302,0,70578.14099,0.053158388,1,1,3832,29,0.00756785,1327695.292
1805,48201433001,0,5720.053393,0.004500275,1,1,5197,0,0,1271045.485
1806,48201452202,0,,,1,1,2819,0,0,1492022.6
1807,48201452802,0,,,1,1,6196,0,0,1294120.572
1808,48201542302,82492.89034,733125.1145,0.164411023,1,1,7880,631,0.080076142,4541592.232
1809,48201520602,0,,,1,1,5899,0,0,1342384.006
1810,48491020108,10007.73338,,,1,1,3075,0,0,15353409.72
